field_season,site,coral_tag,before/after,annotator,date_annotated,colony_width1,colony_width2,colony_area,binary_tissue_loss,binary_disease,cyanobacteria_contact,binary_algal_contact,turf_contact,binary_macroalgae_contact,type_of_macroalgae,binary_CCA_contact,sediment_contact,binary_coral_contact,binary_bleaching,bleaching_proportion,notes_bleaching,notes
KI2014,34,315,,HD,8/3/2016,12.527,11.227,110.232,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2014,34,316,,HD,8/3/2016,28.393,22.172,377.076,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,34,317,,HD,8/3/2016,32.119,18.025,525.205,n,n,n,n,n,n,NONE,n,y,y,n,NONE,,
KI2014,34,318,,HD,8/3/2016,50.814,40.652,1452.371,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,34,319,,DL,9/3/2016,43.466,31.462,692.363,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,34,320,,DL,9/3/2016,33.156,26.058,551.915,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,34,321,,DL,9/3/2016,29.75,22.255,480.129,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2014,34,322,,DL,9/3/2016,22.286,24.179,397.229,n,n,n,y,y,n,NONE,n,y,n,y,1,one tip bleached,
KI2014,34,323,,DL,9/3/2016,19.004,16.198,230.06,n,n,n,y,y,n,NONE,y,y,y,y,NONE,,
KI2014,34,324,,DL,9/3/2016,59.884,32.89,1450.961,n,n,n,y,y,y,peysson_red,y,y,y,n,NONE,,
KI2014,34,325,,DL,9/3/2016,41.243,33.11,939.114,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,34,326,,DL,9/3/2016,46.21,33.724,1028.68,n,n,n,y,y,n,NONE,y,y,n,y,1,a few tips bleached,
KI2014,34,327,,JL,18-02-2016,51.762,44.53,1255.803,n,n,n,y,y,n,NONE,y,y,y,y,1,two patches of bleaching along edges ,
KI2014,34,328,,NO,23-03-2017,12.38,11.069,106.633,n,n,n,y,y,n,NONE,y,y,n,n,NONE,2.54cm scale used,
KI2014,34,329,,JL,18-02-2016,78.859,51.109,2619.956,n,n,n,y,y,y,"Halimeda, Peysson_red, Peysson_yellow",y,y,y,n,NONE,,
KI2014,34,330,,JL,18-02-2016,21.272,18.602,250.442,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,34,331,,DL,10/3/2016,33.527,24.724,489.32,n,n,n,y,y,n,NONE,y,y,n,y,1,starting to bleach ,
KI2014,34,332,,DL,9/3/2016,32.293,26.559,625.003,n,y,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2014,34,333,,JL,18-02-2016,18.323,16.079,227.73,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,34,334,,DL,10/3/2016,30.184,14.633,239.507,n,n,n,y,y,n,NONE,n,y,n,y,3,extensive bleaching,
KI2014,34,335,,DL,9/3/2016,22.762,22.378,383.181,n,y,n,y,n,y,Halimeda,n,y,y,n,NONE,,
KI2014,34,336,,DL,10/3/2016,24.122,19.954,342.646,n,n,n,y,y,y,Halimeda,y,y,n,n,NONE,,
KI2014,34,337,,DL,10/3/2016,32.284,22.139,373.816,n,n,n,y,y,n,NONE,n,y,y,y,1,"pale edge moving towards center, getting thicker (bottom middle)",
KI2014,34,338,,JL,18-02-2016,47.589,38.187,1404.439,n,n,n,y,y,y,Halimeda,y,y,y,n,NONE,,
KI2014,34,339,,JL,18-02-2016,27.164,21.548,426.371,n,n,n,y,y,n,NONE,y,y,y,y,1,a few patches where outer parts of corallites are bleaching ,
KI2014,34,340,,JL,18-02-2016,18.71,12.829,203.565,n,n,n,y,y,y,Halimeda,y,y,y,n,NONE,,
KI2014,34,341,,DL,10/3/2016,39.05,38.942,786.807,n,n,n,y,y,y,Halimeda,y,y,y,y,3,extensive bleaching,
KI2014,34,342,,JL,18-02-2016,72.026,65.052,2542.444,n,n,n,y,y,y,"Halimeda, Peysson_red",y,y,y,n,NONE,,
KI2014,34,343,,DL,26-01-2016,29.497,24.476,536.191,n,y,n,y,y,y,"Caulerpa, Peysson_brown",y,y,y,n,NONE,,
KI2014,34,344,,DL,22-02-2016,20.356,11.423,200.843,n,n,n,y,y,n,NONE,n,y,y,y,1,two bleached spots,
KI2014,34,345,,DL,22-02-2016,42.302,29.678,806.12,n,n,n,y,y,y,"Halimeda, Caulerpa",y,y,y,n,NONE,,
KI2014,34,346,,DL,22-02-2016,17.668,15.733,235.155,n,n,n,y,y,n,NONE,n,n,y,y,1,small patches of bleaching,
KI2014,34,347,,DL,22-02-2016,23.725,20.506,328.278,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2014,34,348,,NO,23-03-2017,23.695,19.881,323.705,n,n,n,y,y,n,NONE,n,y,n,n,NONE,"2.54cm scale used, measurement may be off as coral goes out of image",
